insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (1, 84, 'efectivo', 15.0);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (247, 92, 'tarjeta', 74.17);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (248, 47, 'tarjeta', 35.95);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (249, 4, 'tarjeta', 6.12);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (250, 39, 'efectivo', 13.58);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (251, 9, 'tarjeta', 75.5);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (252, 44, 'tarjeta', 34.89);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (253, 52, 'tarjeta', 43.79);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (254, 82, 'tarjeta', 81.67);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (255, 68, 'efectivo', 3.83);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (256, 10, 'efectivo', 5.72);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (257, 28, 'tarjeta', 88.48);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (258, 29, 'tarjeta', 89.4);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (259, 26, 'tarjeta', 35.07);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (260, 5, 'efectivo', 47.25);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (261, 35, 'efectivo', 49.15);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (262, 94, 'tarjeta', 13.3);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (263, 45, 'efectivo', 69.71);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (264, 22, 'efectivo', 31.98);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (265, 25, 'tarjeta', 66.39);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (266, 85, 'efectivo', 29.02);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (267, 39, 'efectivo', 55.39);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (268, 84, 'efectivo', 86.64);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (269, 60, 'efectivo', 56.51);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (270, 48, 'efectivo', 99.38);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (271, 91, 'tarjeta', 5.33);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (272, 37, 'efectivo', 43.59);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (273, 38, 'tarjeta', 72.44);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (274, 83, 'tarjeta', 3.23);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (275, 86, 'tarjeta', 20.99);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (276, 39, 'tarjeta', 84.9);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (277, 69, 'tarjeta', 81.21);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (278, 14, 'tarjeta', 5.53);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (279, 100, 'efectivo', 84.29);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (280, 66, 'tarjeta', 74.89);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (281, 9, 'efectivo', 64.56);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (282, 66, 'efectivo', 36.84);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (283, 98, 'tarjeta', 78.56);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (284, 49, 'efectivo', 56.48);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (285, 89, 'tarjeta', 9.04);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (286, 95, 'efectivo', 43.39);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (287, 58, 'efectivo', 36.96);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (288, 2, 'efectivo', 23.69);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (289, 99, 'efectivo', 43.92);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (290, 31, 'efectivo', 7.32);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (291, 100, 'tarjeta', 16.78);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (292, 98, 'efectivo', 78.71);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (293, 41, 'tarjeta', 46.38);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (294, 32, 'tarjeta', 8.54);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (295, 42, 'efectivo', 63.61);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (296, 26, 'tarjeta', 11.95);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (297, 62, 'efectivo', 64.48);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (298, 8, 'tarjeta', 1.37);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (299, 57, 'tarjeta', 34.59);
insert into ad2223_mtirado.Factura (idFactura, idMesa, tipoPago, importe) values (300, 38, 'efectivo', 83.74);
