insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (1, 151, 16, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (269, 48, 13, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (270, 8, 14, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (271, 255, 1, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (272, 268, 5, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (273, 191, 11, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (274, 236, 7, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (275, 162, 16, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (276, 79, 1, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (277, 149, 16, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (278, 261, 2, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (279, 72, 3, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (280, 165, 11, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (281, 171, 12, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (282, 120, 11, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (283, 261, 1, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (284, 79, 4, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (285, 280, 16, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (286, 155, 12, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (287, 221, 1, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (288, 13, 6, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (289, 203, 5, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (290, 265, 8, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (291, 70, 5, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (292, 247, 11, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (293, 111, 4, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (294, 74, 4, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (295, 119, 15, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (296, 228, 6, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (297, 212, 9, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (298, 214, 13, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (299, 281, 2, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (300, 130, 8, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (301, 53, 12, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (302, 72, 11, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (303, 66, 3, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (304, 11, 7, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (305, 70, 15, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (306, 231, 5, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (307, 18, 14, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (308, 190, 13, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (309, 215, 8, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (310, 75, 8, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (311, 206, 11, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (312, 105, 13, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (313, 44, 1, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (314, 10, 12, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (315, 230, 6, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (316, 275, 12, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (317, 2, 12, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (318, 242, 7, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (319, 9, 1, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (320, 113, 15, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (321, 70, 12, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (322, 38, 16, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (323, 93, 12, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (324, 1, 15, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (325, 127, 16, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (326, 131, 1, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (327, 141, 7, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (328, 251, 5, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (329, 219, 9, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (330, 156, 3, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (331, 5, 11, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (332, 211, 12, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (333, 30, 6, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (334, 65, 3, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (335, 139, 14, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (336, 43, 3, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (337, 153, 8, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (338, 80, 16, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (339, 288, 3, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (340, 229, 6, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (341, 75, 3, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (342, 292, 4, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (343, 222, 3, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (344, 170, 2, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (345, 294, 16, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (346, 248, 14, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (347, 35, 6, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (348, 278, 2, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (349, 16, 1, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (350, 286, 14, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (351, 299, 13, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (352, 183, 13, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (353, 90, 15, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (354, 263, 8, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (355, 267, 1, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (356, 52, 4, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (357, 124, 4, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (358, 236, 15, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (359, 172, 2, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (360, 77, 16, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (361, 36, 4, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (362, 247, 2, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (363, 249, 5, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (364, 288, 12, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (365, 87, 6, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (366, 52, 7, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (367, 76, 3, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (368, 255, 16, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (369, 148, 6, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (370, 53, 2, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (371, 71, 4, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (372, 44, 11, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (373, 276, 3, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (374, 279, 10, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (375, 226, 9, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (376, 296, 10, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (377, 193, 11, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (378, 49, 5, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (379, 107, 7, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (380, 111, 9, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (381, 170, 9, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (382, 168, 1, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (383, 20, 15, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (384, 75, 3, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (385, 75, 13, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (386, 157, 13, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (387, 143, 5, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (388, 207, 8, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (389, 153, 7, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (390, 60, 2, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (391, 216, 3, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (392, 160, 12, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (393, 120, 14, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (394, 245, 10, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (395, 73, 14, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (396, 25, 12, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (397, 237, 2, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (398, 189, 4, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (399, 152, 10, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (400, 69, 2, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (401, 59, 6, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (402, 91, 12, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (403, 58, 10, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (404, 241, 12, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (405, 1, 6, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (406, 249, 14, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (407, 136, 12, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (408, 19, 16, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (409, 116, 10, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (410, 270, 5, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (411, 152, 7, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (412, 227, 3, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (413, 222, 3, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (414, 83, 7, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (415, 167, 16, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (416, 36, 13, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (417, 149, 7, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (418, 163, 1, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (419, 83, 3, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (420, 149, 16, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (421, 243, 16, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (422, 51, 9, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (423, 109, 2, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (424, 129, 12, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (425, 53, 15, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (426, 136, 8, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (427, 299, 2, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (428, 285, 14, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (429, 214, 14, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (430, 42, 2, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (431, 251, 3, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (432, 133, 2, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (433, 95, 16, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (434, 76, 13, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (435, 145, 9, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (436, 144, 7, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (437, 144, 14, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (438, 38, 3, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (439, 65, 12, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (440, 226, 11, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (441, 180, 9, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (442, 94, 4, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (443, 222, 11, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (444, 275, 13, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (445, 189, 3, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (446, 5, 15, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (447, 281, 8, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (448, 110, 1, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (449, 245, 15, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (450, 188, 3, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (451, 123, 8, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (452, 11, 2, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (453, 289, 11, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (454, 215, 3, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (455, 256, 3, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (456, 47, 12, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (457, 252, 13, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (458, 237, 12, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (459, 81, 14, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (460, 218, 8, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (461, 269, 2, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (462, 175, 16, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (463, 56, 16, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (464, 64, 7, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (465, 256, 11, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (466, 167, 4, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (467, 239, 11, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (468, 163, 14, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (469, 46, 12, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (470, 197, 8, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (471, 247, 15, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (472, 65, 7, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (473, 57, 1, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (474, 295, 1, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (475, 220, 6, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (476, 4, 8, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (477, 190, 6, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (478, 296, 1, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (479, 275, 15, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (480, 10, 13, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (481, 22, 6, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (482, 138, 2, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (483, 10, 9, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (484, 186, 16, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (485, 282, 5, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (486, 219, 16, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (487, 69, 1, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (488, 46, 13, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (489, 156, 2, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (490, 153, 3, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (491, 107, 8, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (492, 93, 2, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (493, 245, 12, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (494, 6, 5, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (495, 242, 16, 2);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (496, 247, 3, 1);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (497, 260, 13, 3);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (498, 290, 13, 4);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (499, 202, 15, 5);
insert into ad2223_mtirado.Pedido (idPedido, idFactura, idProducto, cantidad) values (500, 215, 1, 5);
